forecast_date,target,target_end_date,quantile,type,location,value
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,,point,US,1122.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.01,quantile,US,239.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.025,quantile,US,323.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.05,quantile,US,411.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.1,quantile,US,530.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.15,quantile,US,622.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.2,quantile,US,702.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.25,quantile,US,776.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.3,quantile,US,848.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.35,quantile,US,912.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.4,quantile,US,981.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.45,quantile,US,1049.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.5,quantile,US,1122.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.55,quantile,US,1193.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.6,quantile,US,1270.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.65,quantile,US,1356.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.7,quantile,US,1441.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.75,quantile,US,1547.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.8,quantile,US,1663.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.85,quantile,US,1806.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.9,quantile,US,2003.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.95,quantile,US,2308.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.975,quantile,US,2600.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.99,quantile,US,2962.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,,point,US,904.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.01,quantile,US,186.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.025,quantile,US,255.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.05,quantile,US,325.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.1,quantile,US,420.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.15,quantile,US,496.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.2,quantile,US,561.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.25,quantile,US,623.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.3,quantile,US,680.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.35,quantile,US,737.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.4,quantile,US,790.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.45,quantile,US,848.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.5,quantile,US,904.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.55,quantile,US,966.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.6,quantile,US,1032.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.65,quantile,US,1097.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.7,quantile,US,1170.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.75,quantile,US,1252.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.8,quantile,US,1350.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.85,quantile,US,1473.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.9,quantile,US,1628.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.95,quantile,US,1886.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.975,quantile,US,2117.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.99,quantile,US,2420.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,,point,US,772.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.01,quantile,US,149.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.025,quantile,US,212.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.05,quantile,US,270.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.1,quantile,US,354.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.15,quantile,US,420.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.2,quantile,US,472.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.25,quantile,US,528.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.3,quantile,US,578.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.35,quantile,US,626.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.4,quantile,US,674.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.45,quantile,US,724.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.5,quantile,US,772.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.55,quantile,US,828.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.6,quantile,US,878.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.65,quantile,US,941.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.7,quantile,US,998.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.75,quantile,US,1080.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.8,quantile,US,1163.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.85,quantile,US,1264.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.9,quantile,US,1406.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.95,quantile,US,1627.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.975,quantile,US,1830.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,0.99,quantile,US,2092.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,,point,US,688.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.01,quantile,US,131.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.025,quantile,US,188.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.05,quantile,US,239.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.1,quantile,US,312.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.15,quantile,US,372.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.2,quantile,US,425.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.25,quantile,US,470.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.3,quantile,US,514.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.35,quantile,US,557.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.4,quantile,US,602.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.45,quantile,US,645.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.5,quantile,US,688.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.55,quantile,US,734.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.6,quantile,US,784.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.65,quantile,US,842.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.7,quantile,US,898.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.75,quantile,US,963.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.8,quantile,US,1040.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.85,quantile,US,1138.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.9,quantile,US,1258.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.95,quantile,US,1462.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.975,quantile,US,1648.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,0.99,quantile,US,1887.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,,point,01,19.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,,point,01,17.0
2023-02-20,3 wk ahead inc flu hosp,2023-03-11,,point,01,16.0
2023-02-20,4 wk ahead inc flu hosp,2023-03-18,,point,01,15.0
2023-02-20,1 wk ahead inc flu hosp,2023-02-25,0.01,quantile,01,4.0
2023-02-20,2 wk ahead inc flu hosp,2023-03-04,0.01,quantile,01,3.0
