forecast_date,target,target_end_date,quantile,type,location,value
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,,point,US,1064.98
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.01,quantile,US,213.19
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.025,quantile,US,292.35
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.05,quantile,US,371.84000000000003
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.1,quantile,US,491.91
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.15,quantile,US,580.71
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.2,quantile,US,655.88
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.25,quantile,US,731.0500000000001
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.3,quantile,US,794.24
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.35,quantile,US,861.76
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.4,quantile,US,927.2800000000001
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.45,quantile,US,992.8000000000001
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.5,quantile,US,1064.98
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.55,quantile,US,1132.8300000000002
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.6,quantile,US,1207.0
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.65,quantile,US,1287.16
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.7,quantile,US,1374.63
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.75,quantile,US,1474.41
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.8,quantile,US,1585.5
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.85,quantile,US,1727.52
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.9,quantile,US,1915.1100000000001
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.95,quantile,US,2214.78
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.975,quantile,US,2494.83
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.99,quantile,US,2848.7200000000003
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,,point,US,920.6700000000001
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.01,quantile,US,176.28
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.025,quantile,US,249.79000000000002
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.05,quantile,US,317.31
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.1,quantile,US,425.41
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.15,quantile,US,499.91
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.2,quantile,US,564.44
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.25,quantile,US,630.3000000000001
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.3,quantile,US,684.1800000000001
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.35,quantile,US,745.0500000000001
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.4,quantile,US,798.6
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.45,quantile,US,860.13
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.5,quantile,US,920.6700000000001
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.55,quantile,US,976.22
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.6,quantile,US,1050.39
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.65,quantile,US,1119.91
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.7,quantile,US,1192.75
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.75,quantile,US,1278.23
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.8,quantile,US,1381.3400000000001
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.85,quantile,US,1504.74
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.9,quantile,US,1672.71
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.95,quantile,US,1934.8100000000002
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.975,quantile,US,2180.61
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.99,quantile,US,2494.27
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,,point,US,836.88
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.01,quantile,US,157.66
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.025,quantile,US,223.19000000000003
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.05,quantile,US,284.06
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.1,quantile,US,382.85
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.15,quantile,US,450.7
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.2,quantile,US,511.24
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.25,quantile,US,565.46
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.3,quantile,US,620.34
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.35,quantile,US,677.22
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.4,quantile,US,724.12
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.45,quantile,US,777.6700000000001
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.5,quantile,US,836.88
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.55,quantile,US,892.4300000000001
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.6,quantile,US,950.97
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.65,quantile,US,1016.1600000000001
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.7,quantile,US,1093.0
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.75,quantile,US,1165.51
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.8,quantile,US,1260.64
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.85,quantile,US,1374.73
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.9,quantile,US,1522.75
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.95,quantile,US,1770.22
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.975,quantile,US,1992.0800000000002
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.99,quantile,US,2278.4700000000003
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,,point,US,790.33
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.01,quantile,US,145.69
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.025,quantile,US,207.23000000000002
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.05,quantile,US,266.77000000000004
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.1,quantile,US,356.58000000000004
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.15,quantile,US,418.78000000000003
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.2,quantile,US,477.99
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.25,quantile,US,530.88
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.3,quantile,US,583.4300000000001
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.35,quantile,US,635.99
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.4,quantile,US,680.5600000000001
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.45,quantile,US,732.45
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.5,quantile,US,790.33
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.55,quantile,US,840.89
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.6,quantile,US,896.44
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.65,quantile,US,956.3100000000001
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.7,quantile,US,1025.17
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.75,quantile,US,1096.68
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.8,quantile,US,1188.82
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.85,quantile,US,1297.5900000000001
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.9,quantile,US,1437.96
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.95,quantile,US,1673.13
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.975,quantile,US,1885.68
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.99,quantile,US,2158.77
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,,point,01,19.950000000000003
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,,point,01,19.950000000000003
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,,point,01,18.62
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,,point,01,18.62
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,0.01,quantile,01,3.99
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,0.01,quantile,01,2.66
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,0.01,quantile,01,2.66
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,0.01,quantile,01,2.66
