forecast_date,target,target_end_date,quantile,type,location,value
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,,point,US,1003.5
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.01,quantile,US,190.5
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.025,quantile,US,274.0
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.05,quantile,US,350.0
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.1,quantile,US,454.0
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.15,quantile,US,542.0
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.2,quantile,US,616.5
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.25,quantile,US,685.5
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.3,quantile,US,749.5
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.35,quantile,US,807.5
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.4,quantile,US,876.0
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.45,quantile,US,938.5
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.5,quantile,US,1003.5
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.55,quantile,US,1072.0
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.6,quantile,US,1142.5
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.65,quantile,US,1214.5
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.7,quantile,US,1302.5
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.75,quantile,US,1398.5
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.8,quantile,US,1504.5
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.85,quantile,US,1640.0
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.9,quantile,US,1816.5
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.95,quantile,US,2107.5
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.975,quantile,US,2372.5
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.99,quantile,US,2708.5
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,,point,US,930.0
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.01,quantile,US,177.0
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.025,quantile,US,251.5
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.05,quantile,US,326.0
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.1,quantile,US,422.5
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.15,quantile,US,500.0
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.2,quantile,US,573.0
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.25,quantile,US,631.5
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.3,quantile,US,692.5
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.35,quantile,US,752.0
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.4,quantile,US,809.0
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.45,quantile,US,864.5
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.5,quantile,US,930.0
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.55,quantile,US,988.0
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.6,quantile,US,1062.5
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.65,quantile,US,1132.0
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.7,quantile,US,1214.0
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.75,quantile,US,1294.5
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.8,quantile,US,1404.0
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.85,quantile,US,1527.5
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.9,quantile,US,1690.0
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.95,quantile,US,1964.0
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.975,quantile,US,2210.0
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.99,quantile,US,2535.5
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,,point,US,880.5
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.01,quantile,US,166.5
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.025,quantile,US,233.5
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.05,quantile,US,305.0
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.1,quantile,US,401.5
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.15,quantile,US,474.5
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.2,quantile,US,541.5
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.25,quantile,US,600.0
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.3,quantile,US,656.5
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.35,quantile,US,716.0
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.4,quantile,US,766.5
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.45,quantile,US,819.5
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.5,quantile,US,880.5
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.55,quantile,US,943.0
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.6,quantile,US,1011.5
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.65,quantile,US,1072.5
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.7,quantile,US,1151.0
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.75,quantile,US,1240.5
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.8,quantile,US,1330.5
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.85,quantile,US,1446.5
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.9,quantile,US,1610.5
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.95,quantile,US,1872.0
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.975,quantile,US,2110.0
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.99,quantile,US,2406.5
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,,point,US,845.0
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.01,quantile,US,154.5
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.025,quantile,US,223.0
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.05,quantile,US,290.0
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.1,quantile,US,382.0
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.15,quantile,US,452.0
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.2,quantile,US,514.5
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.25,quantile,US,576.0
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.3,quantile,US,629.5
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.35,quantile,US,683.0
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.4,quantile,US,733.5
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.45,quantile,US,789.5
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.5,quantile,US,845.0
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.55,quantile,US,899.5
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.6,quantile,US,969.5
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.65,quantile,US,1027.0
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.7,quantile,US,1107.5
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.75,quantile,US,1182.0
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.8,quantile,US,1277.0
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.85,quantile,US,1395.5
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.9,quantile,US,1550.5
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.95,quantile,US,1795.5
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.975,quantile,US,2026.0
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.99,quantile,US,2318.0
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,,point,01,14.0
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,,point,01,14.0
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,,point,01,14.0
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,,point,01,14.0
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,0.01,quantile,01,2.0
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,0.01,quantile,01,2.0
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,0.01,quantile,01,2.0
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,0.01,quantile,01,2.0
