forecast_date,target,target_end_date,quantile,type,location,value
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,,point,US,1959.6359832276685
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.01,quantile,US,566.4429382431379
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.025,quantile,US,693.8545691098205
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.05,quantile,US,825.862619376965
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.1,quantile,US,1012.7886345349141
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.15,quantile,US,1148.480977552128
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.2,quantile,US,1273.954026697151
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.25,quantile,US,1390.1472669982004
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.3,quantile,US,1501.8893249476382
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.35,quantile,US,1610.8062037071184
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.4,quantile,US,1724.6739578356292
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.45,quantile,US,1838.7572507781226
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.5,quantile,US,1959.6359832276685
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.55,quantile,US,2079.9897078450686
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.6,quantile,US,2213.0153801961906
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.65,quantile,US,2357.06326811741
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.7,quantile,US,2517.8403561602277
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.75,quantile,US,2700.3683254642146
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.8,quantile,US,2910.335263424424
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.85,quantile,US,3169.4004831962357
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.9,quantile,US,3511.6637938995104
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.95,quantile,US,4051.0156136810865
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.975,quantile,US,4542.926344327095
2023-01-30,1 wk ahead inc flu hosp,2023-02-04,0.99,quantile,US,5134.024355134232
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,,point,US,1418.1749427880422
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.01,quantile,US,423.6854366477012
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.025,quantile,US,512.9718995986493
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.05,quantile,US,603.2850352884927
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.1,quantile,US,732.7003758252051
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.15,quantile,US,831.6189236309636
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.2,quantile,US,922.6410397650349
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.25,quantile,US,1007.3277018426569
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.3,quantile,US,1086.0279681749291
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.35,quantile,US,1170.9528561206262
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.4,quantile,US,1248.5445113901649
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.45,quantile,US,1330.420571301061
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.5,quantile,US,1418.1749427880422
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.55,quantile,US,1506.0047923513018
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.6,quantile,US,1603.1122820450773
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.65,quantile,US,1707.8295611179003
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.7,quantile,US,1826.534942462012
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.75,quantile,US,1960.6248850339105
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.8,quantile,US,2122.079900637749
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.85,quantile,US,2316.368150257743
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.9,quantile,US,2581.2936134645515
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.95,quantile,US,2980.95006408243
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.975,quantile,US,3358.9032603502114
2023-01-30,2 wk ahead inc flu hosp,2023-02-11,0.99,quantile,US,3809.472077476561
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,,point,US,1076.3410740521847
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,0.01,quantile,US,338.72444468582955
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,0.025,quantile,US,403.2285338769171
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,0.05,quantile,US,471.12255277826597
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,0.1,quantile,US,565.0515802977177
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,0.15,quantile,US,646.3874671572421
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,0.2,quantile,US,708.0256481245556
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,0.25,quantile,US,767.9083876182958
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,0.3,quantile,US,830.8191700571181
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,0.35,quantile,US,889.3580429490028
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,0.4,quantile,US,948.6438623404997
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,0.45,quantile,US,1012.8202676526447
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,0.5,quantile,US,1076.3410740521847
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,0.55,quantile,US,1139.0984021580807
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,0.6,quantile,US,1212.411591109256
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,0.65,quantile,US,1295.8003529417238
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,0.7,quantile,US,1385.041896417811
2023-01-30,3 wk ahead inc flu hosp,2023-02-18,0.75,quantile,US,1486.1808524607316
