forecast_date,target,target_end_date,quantile,type,location,value
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,,point,US,779.76
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.01,quantile,US,142.42000000000002
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.025,quantile,US,206.99
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.05,quantile,US,269.89
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.1,quantile,US,349.43
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.15,quantile,US,417.65999999999997
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.2,quantile,US,477.23
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.25,quantile,US,529.15
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.3,quantile,US,576.74
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.35,quantile,US,628.66
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.4,quantile,US,675.9200000000001
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.45,quantile,US,724.84
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.5,quantile,US,779.76
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.55,quantile,US,832.34
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.6,quantile,US,889.25
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.65,quantile,US,943.16
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.7,quantile,US,1016.72
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.75,quantile,US,1087.27
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.8,quantile,US,1176.14
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.85,quantile,US,1281.97
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.9,quantile,US,1424.74
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.95,quantile,US,1647.06
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.975,quantile,US,1861.06
2023-05-01,1 wk ahead inc flu hosp,2023-05-06,0.99,quantile,US,2127.6400000000003
2023-05-01,2 wk ahead inc flu hosp,2023-05-13,,point,US,746.84
2023-05-01,2 wk ahead inc flu hosp,2023-05-13,0.01,quantile,US,138.43
2023-05-01,2 wk ahead inc flu hosp,2023-05-13,0.025,quantile,US,196.35000000000002
2023-05-01,2 wk ahead inc flu hosp,2023-05-13,0.05,quantile,US,259.25
2023-05-01,2 wk ahead inc flu hosp,2023-05-13,0.1,quantile,US,336.13
2023-05-01,2 wk ahead inc flu hosp,2023-05-13,0.15,quantile,US,403.03
2023-05-01,2 wk ahead inc flu hosp,2023-05-13,0.2,quantile,US,458.61
2023-05-01,2 wk ahead inc flu hosp,2023-05-13,0.25,quantile,US,509.20000000000005
