forecast_date,target,target_end_date,quantile,type,location,value
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,,point,US,6592.657576658126
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.01,quantile,US,4759.955377855196
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.025,quantile,US,4987.584877171642
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.05,quantile,US,5195.619722583631
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.1,quantile,US,5455.287758868216
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.15,quantile,US,5645.660867119068
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.2,quantile,US,5803.524648358654
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.25,quantile,US,5947.113268066707
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.3,quantile,US,6080.941051130534
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.35,quantile,US,6209.215433246857
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.4,quantile,US,6336.556877448386
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.45,quantile,US,6463.475581978591
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.5,quantile,US,6592.657576658126
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.55,quantile,US,6727.380655191715
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.6,quantile,US,6866.684317659903
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.65,quantile,US,7017.4652395914545
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.7,quantile,US,7177.955541785261
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.75,quantile,US,7355.233592786762
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.8,quantile,US,7557.702508649497
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.85,quantile,US,7803.58828425774
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.9,quantile,US,8119.883693006688
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.95,quantile,US,8602.367419795939
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.975,quantile,US,9032.368246295859
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,0.99,quantile,US,9522.343186960086
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,,point,US,9831.456648558353
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.01,quantile,US,6122.560144451722
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.025,quantile,US,6541.551892883897
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.05,quantile,US,6941.8596155919
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.1,quantile,US,7451.752910697313
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.15,quantile,US,7831.832433493649
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.2,quantile,US,8157.631660508587
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.25,quantile,US,8452.492384182126
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.3,quantile,US,8732.535535734656
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.35,quantile,US,9003.372979292562
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.4,quantile,US,9273.642501167491
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.45,quantile,US,9545.538325104835
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.5,quantile,US,9831.456648558353
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.55,quantile,US,10124.376676831476
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.6,quantile,US,10437.377728113514
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.65,quantile,US,10771.618825576865
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.7,quantile,US,11137.506750529084
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.75,quantile,US,11546.753267532395
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.8,quantile,US,12026.74782757153
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.85,quantile,US,12620.640714878396
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.9,quantile,US,13392.926193834672
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.95,quantile,US,14594.913990489466
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.975,quantile,US,15722.359109913252
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,0.99,quantile,US,17047.220291046044
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,,point,US,12602.151593705365
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,0.01,quantile,US,6674.370098072708
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,0.025,quantile,US,7269.344305762601
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,0.05,quantile,US,7880.148750142125
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,0.1,quantile,US,8676.928836850448
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,0.15,quantile,US,9285.519297377723
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,0.2,quantile,US,9813.374025563515
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,0.25,quantile,US,10296.961875299374
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,0.3,quantile,US,10752.167733196713
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,0.35,quantile,US,11203.141180811244
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,0.4,quantile,US,11660.236911465077
