forecast_date,target,target_end_date,quantile,type,location,value
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,,point,US,10682.302559842921
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.01,quantile,US,8295.45314703461
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.025,quantile,US,8611.499953930492
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.05,quantile,US,8888.679126943844
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.1,quantile,US,9240.71483281612
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.15,quantile,US,9493.833804937434
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.2,quantile,US,9702.138609492476
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.25,quantile,US,9886.372676055104
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.3,quantile,US,10057.59729650356
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.35,quantile,US,10217.341384812833
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.4,quantile,US,10374.560945662379
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.45,quantile,US,10526.964558891463
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.5,quantile,US,10682.302559842921
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.55,quantile,US,10841.354928019773
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.6,quantile,US,11003.801288061331
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.65,quantile,US,11171.834950323362
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.7,quantile,US,11355.886610575757
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.75,quantile,US,11557.537613970559
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.8,quantile,US,11786.242972581016
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.85,quantile,US,12057.013379138862
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.9,quantile,US,12404.579306863106
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.95,quantile,US,12920.359602165412
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.975,quantile,US,13378.829434333367
2022-11-14,1 wk ahead inc flu hosp,2022-11-19,0.99,quantile,US,13892.252275038996
2022-11-14,2 wk ahead inc flu hosp,2022-11-26,,point,US,12485.919662385466
2022-11-14,2 wk ahead inc flu hosp,2022-11-26,0.01,quantile,US,8632.718447628999
2022-11-14,2 wk ahead inc flu hosp,2022-11-26,0.025,quantile,US,9122.998971132354
2022-11-14,2 wk ahead inc flu hosp,2022-11-26,0.05,quantile,US,9561.095529889099
2022-11-14,2 wk ahead inc flu hosp,2022-11-26,0.1,quantile,US,10114.739038082991
