forecast_date,target,target_end_date,quantile,type,location,value
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,,point,US,1311.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.01,quantile,US,289.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.025,quantile,US,387.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.05,quantile,US,493.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.1,quantile,US,629.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.15,quantile,US,738.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.2,quantile,US,828.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.25,quantile,US,914.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.3,quantile,US,992.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.35,quantile,US,1079.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.4,quantile,US,1153.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.45,quantile,US,1231.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.5,quantile,US,1311.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.55,quantile,US,1396.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.6,quantile,US,1486.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.65,quantile,US,1580.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.7,quantile,US,1686.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.75,quantile,US,1802.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.8,quantile,US,1937.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.85,quantile,US,2107.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.9,quantile,US,2330.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.95,quantile,US,2687.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.975,quantile,US,3015.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.99,quantile,US,3431.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,,point,US,1002.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.01,quantile,US,207.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.025,quantile,US,284.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.05,quantile,US,362.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.1,quantile,US,472.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.15,quantile,US,549.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.2,quantile,US,623.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.25,quantile,US,688.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.3,quantile,US,752.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.35,quantile,US,817.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.4,quantile,US,877.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.45,quantile,US,933.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.5,quantile,US,1002.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.55,quantile,US,1062.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.6,quantile,US,1131.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.65,quantile,US,1209.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.7,quantile,US,1286.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.75,quantile,US,1376.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.8,quantile,US,1489.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.85,quantile,US,1616.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.9,quantile,US,1790.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.95,quantile,US,2062.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.975,quantile,US,2323.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.99,quantile,US,2649.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,,point,US,820.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.01,quantile,US,162.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.025,quantile,US,223.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.05,quantile,US,291.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.1,quantile,US,378.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.15,quantile,US,451.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.2,quantile,US,504.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.25,quantile,US,556.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.3,quantile,US,612.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.35,quantile,US,660.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.4,quantile,US,714.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.45,quantile,US,766.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.5,quantile,US,820.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.55,quantile,US,874.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.6,quantile,US,930.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.65,quantile,US,993.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.7,quantile,US,1061.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.75,quantile,US,1135.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.8,quantile,US,1227.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.85,quantile,US,1331.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.9,quantile,US,1477.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.95,quantile,US,1710.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.975,quantile,US,1925.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.99,quantile,US,2196.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,,point,US,715.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.01,quantile,US,140.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.025,quantile,US,191.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.05,quantile,US,249.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.1,quantile,US,328.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.15,quantile,US,385.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.2,quantile,US,438.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.25,quantile,US,487.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.3,quantile,US,534.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.35,quantile,US,578.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.4,quantile,US,623.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.45,quantile,US,666.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.5,quantile,US,715.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.55,quantile,US,766.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.6,quantile,US,813.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.65,quantile,US,867.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.7,quantile,US,930.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.75,quantile,US,996.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.8,quantile,US,1076.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.85,quantile,US,1171.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.9,quantile,US,1300.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.95,quantile,US,1507.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.975,quantile,US,1691.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.99,quantile,US,1939.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,,point,01,24.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,,point,01,20.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,,point,01,17.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,,point,01,16.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.01,quantile,01,5.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.01,quantile,01,4.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.01,quantile,01,3.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.01,quantile,01,3.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.025,quantile,01,7.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.025,quantile,01,5.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.025,quantile,01,4.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.025,quantile,01,4.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.05,quantile,01,9.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.05,quantile,01,7.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.05,quantile,01,6.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.05,quantile,01,5.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.1,quantile,01,11.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.1,quantile,01,9.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.1,quantile,01,8.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.1,quantile,01,7.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.15,quantile,01,13.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.15,quantile,01,11.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.15,quantile,01,9.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.15,quantile,01,9.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.2,quantile,01,15.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.2,quantile,01,12.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.2,quantile,01,11.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.2,quantile,01,10.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.25,quantile,01,17.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.25,quantile,01,13.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.25,quantile,01,12.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.25,quantile,01,11.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.3,quantile,01,18.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.3,quantile,01,15.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.3,quantile,01,13.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.3,quantile,01,12.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.35,quantile,01,20.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.35,quantile,01,16.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.35,quantile,01,14.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.35,quantile,01,13.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.4,quantile,01,21.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.4,quantile,01,17.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.4,quantile,01,15.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.4,quantile,01,14.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.45,quantile,01,23.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.45,quantile,01,18.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.45,quantile,01,16.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.45,quantile,01,15.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.5,quantile,01,24.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.5,quantile,01,20.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.5,quantile,01,17.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.5,quantile,01,16.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.55,quantile,01,26.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.55,quantile,01,21.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.55,quantile,01,18.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.55,quantile,01,17.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.6,quantile,01,27.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.6,quantile,01,22.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.6,quantile,01,20.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.6,quantile,01,18.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.65,quantile,01,29.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.65,quantile,01,24.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.65,quantile,01,21.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.65,quantile,01,19.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.7,quantile,01,31.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.7,quantile,01,25.0
2023-02-13,3 wk ahead inc flu hosp,2023-03-04,0.7,quantile,01,22.0
2023-02-13,4 wk ahead inc flu hosp,2023-03-11,0.7,quantile,01,21.0
2023-02-13,1 wk ahead inc flu hosp,2023-02-18,0.75,quantile,01,33.0
2023-02-13,2 wk ahead inc flu hosp,2023-02-25,0.75,quantile,01,27.0
