target,target_end_date,quantile,value,location,type,forecast_date
1 wk ahead inc flu hosp,2022-12-10,0.010,2180.871,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.025,2237.405,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.050,2292.185,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.100,2348.506,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.150,2387.762,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.200,2419.712,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.250,2448.138,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.300,2473.385,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.350,2494.084,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.400,2515.625,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.450,2537.266,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.500,2557.567,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.550,2576.925,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.600,2597.305,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.650,2619.539,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.700,2639.631,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.750,2663.143,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.800,2689.879,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.850,2723.436,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.900,2764.182,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.950,2823.796,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.975,2879.658,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.990,2954.032,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.010,2375.680,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.025,2466.953,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.050,2563.205,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.100,2670.246,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.150,2747.781,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.200,2801.722,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.250,2854.127,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.300,2895.349,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.350,2934.250,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.400,2972.990,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.450,3011.319,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.500,3047.666,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.550,3088.590,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.600,3128.738,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.650,3169.343,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.700,3209.800,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.750,3255.564,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.800,3304.899,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.850,3369.402,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.900,3447.799,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.950,3559.039,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.975,3685.361,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.990,3817.753,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.010,2601.706,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.025,2750.248,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.050,2882.841,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.100,3047.442,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.150,3163.691,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.200,3246.731,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.250,3323.559,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.300,3392.127,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.350,3457.565,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.400,3515.993,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.450,3576.223,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.500,3634.313,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.550,3705.521,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.600,3775.921,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.650,3839.380,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.700,3907.981,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.750,3990.281,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.800,4074.946,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.850,4166.247,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.900,4311.499,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.950,4523.000,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.975,4712.555,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.990,4922.751,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.010,2806.754,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.025,3040.300,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.050,3244.387,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.100,3473.964,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.150,3635.971,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.200,3769.962,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.250,3871.735,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.300,3978.537,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.350,4078.416,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.400,4167.239,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.450,4257.869,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.500,4352.148,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.550,4446.789,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.600,4550.759,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.650,4664.731,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.700,4778.616,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.750,4890.800,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.800,5017.642,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.850,5174.469,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.900,5382.565,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.950,5718.951,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.975,6052.393,48,quantile,2022-12-05
4 wk ahead inc flu hosp,2022-12-31,0.990,6484.318,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.010,14.152,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.025,17.081,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.050,19.832,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.100,22.933,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.150,24.709,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.200,26.336,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.250,27.628,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.300,28.812,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.350,29.903,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.400,30.968,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.450,31.942,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.500,32.847,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.550,33.862,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.600,34.996,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.650,36.083,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.700,37.103,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.750,38.269,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.800,39.541,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.850,41.174,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.900,43.049,49,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.950,45.922,49,quantile,2022-12-05
