target,target_end_date,quantile,value,location,type,forecast_date
1 wk ahead inc flu hosp,2022-10-22,0.010,130.912,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.025,160.175,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.050,182.164,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.100,211.007,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.150,229.393,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.200,245.713,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.250,257.696,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.300,269.341,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.350,279.726,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.400,290.357,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.450,299.378,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.500,309.114,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.550,317.956,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.600,326.609,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.650,337.155,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.700,347.809,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.750,360.137,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.800,373.990,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.850,388.838,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.900,407.358,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.950,434.205,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.975,462.365,48,quantile,2022-10-17
1 wk ahead inc flu hosp,2022-10-22,0.990,494.124,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.010,56.925,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.025,92.222,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.050,131.607,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.100,168.988,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.150,194.430,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.200,214.481,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.250,230.097,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.300,245.722,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.350,259.713,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.400,272.892,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.450,285.462,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.500,297.863,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.550,309.686,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.600,322.478,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.650,337.001,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.700,350.500,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.750,364.871,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.800,383.474,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.850,405.895,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.900,433.352,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.950,472.924,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.975,501.845,48,quantile,2022-10-17
2 wk ahead inc flu hosp,2022-10-29,0.990,541.451,48,quantile,2022-10-17
3 wk ahead inc flu hosp,2022-11-05,0.010,2.459,48,quantile,2022-10-17
3 wk ahead inc flu hosp,2022-11-05,0.025,50.299,48,quantile,2022-10-17
