target,target_end_date,quantile,value,location,type,forecast_date
1 wk ahead inc flu hosp,2022-12-24,0.010,1102.645,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.025,1168.964,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.050,1224.160,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.100,1296.607,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.150,1347.069,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.200,1379.367,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.250,1412.268,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.300,1439.098,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.350,1464.542,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.400,1487.668,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.450,1511.364,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.500,1531.897,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.550,1552.796,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.600,1575.954,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.650,1600.608,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.700,1624.731,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.750,1649.894,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.800,1681.225,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.850,1721.502,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.900,1765.399,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.950,1844.193,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.975,1904.251,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.990,1971.745,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.010,931.991,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.025,1025.501,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.050,1119.909,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.100,1228.612,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.150,1289.068,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.200,1337.044,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.250,1382.363,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.300,1422.756,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.350,1459.928,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.400,1495.590,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.450,1528.228,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.500,1560.477,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.550,1598.109,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.600,1633.216,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.650,1667.656,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.700,1702.356,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.750,1745.275,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.800,1786.752,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.850,1838.733,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.900,1907.420,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.950,2006.203,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.975,2120.389,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.990,2235.142,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.010,792.657,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.025,933.362,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.050,1027.279,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.100,1148.886,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.150,1241.500,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.200,1303.470,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.250,1353.190,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.300,1405.262,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.350,1457.390,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.400,1500.689,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.450,1548.782,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.500,1589.554,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.550,1634.786,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.600,1680.844,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.650,1724.138,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.700,1772.037,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.750,1830.432,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.800,1890.123,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.850,1962.782,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.900,2056.548,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.950,2208.791,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.975,2342.493,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.990,2522.919,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.010,705.879,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.025,835.738,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.050,976.957,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.100,1112.022,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.150,1201.023,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.200,1276.162,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.250,1349.360,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.300,1412.741,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.350,1465.464,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.400,1510.796,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.450,1562.888,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.500,1613.327,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.550,1668.603,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.600,1730.577,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.650,1784.829,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.700,1841.408,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.750,1908.271,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.800,1998.399,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.850,2079.504,48,quantile,2022-12-19
4 wk ahead inc flu hosp,2023-01-14,0.900,2206.414,48,quantile,2022-12-19
